ibh se mn Qp Tp Bw Bd Tc Bwbc Bwac Bdbc Bdac LnQp LnTp LnBw LnBd LnTc LnBwbc LnBwac LnBdbc LnBdac P1 P2 P3
0.2833333333 0.8361666667 0.02875 2.55 5328 9.781 1.3 252 1.07 1.314 0.68 0.802 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.179201429457711 0.026215842130893 0.108633841002796 -0.402968227909577 1.30573520169927 1.28706473822041 1.83343395226744
0.3 0.8361666667 0.02875 2.55 5328 9.781 1.3 252 1.091 1.335 0.674 0.796 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.159765371080592 0.0420712139206871 0.0997711537449501 -0.410477649931709 1.30573520169927 1.28658138436975 1.83309467174051
0.3166666667 0.8361666667 0.02875 2.56 432 9.781 1.3 288 1.253 1.49 0.692 0.811 -0.151580415239674 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0213194020175947 0.151916042025842 0.126126998450313 -0.391808781660679 1.3578445394285 1.15706523486665 1.78396797925098
0.3333333333 0.8361666667 0.02875 2.57 432 9.781 1.3 288 1.241 1.475 0.701 0.82 -0.147681774824017 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0309425717090556 0.141797911860257 0.139048929867233 -0.380772495517793 1.35741485095263 1.15378993091346 1.7815179713559
0.35 0.8361666667 0.02875 2.6 468 9.781 1.3 324 1.32 1.521 0.579 0.579 -0.136076228703709 -1.20397280432594 0.414812410513846 0.0392207131532813 -0.95265837604503 0.0307716586667537 0.17250793534563 -0.0521564795943617 -0.728774358203096 1.28067817561282 1.21329972707533 1.76415215251182
0.3666666667 0.8361666667 0.02875 2.55 432 9.781 1.3 216 0.82 1.076 0.692 0.82 -0.155494314560811 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.445311016655364 -0.173609616191933 0.126126998450313 -0.380772495517793 1.35828702888319 1.49460272704097 2.01959920888047
0.3833333333 0.8361666667 0.02875 2.56 432 9.781 1.3 216 0.808 1.064 0.701 0.829 -0.151580415239674 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.460053298392568 -0.184824687012073 0.139048929867233 -0.369856680640797 1.3578445394285 1.49881191935855 2.02241908685294
0.4 0.8361666667 0.02875 2.61 432 9.781 1.3 252 1.003 1.314 0.628 0.78 -0.132237452396543 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.243864568951727 0.026215842130893 0.0290812093008418 -0.430782916092454 1.35582149075308 1.30235454061351 1.87999448516333
0.2 0.8513333333 0.02875 2.55 5328 9.781 1.3 324 1.673 1.868 0.719 0.817 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -0.95265837604503 0.267758344073161 0.378008261875125 0.16440240055369 -0.384437740916089 1.30573520169927 1.13884295856096 1.73260142595478
0.2166666667 0.8513333333 0.02875 2.55 5328 9.781 1.3 216 1.036 1.277 0.664 0.783 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.211492934094235 -0.00234650088112365 0.0848231923090769 -0.426944139785288 1.30573520169927 1.44177336564978 1.94516190967583
0.2333333333 0.8513333333 0.02875 2.55 5328 9.781 1.3 216 1.021 1.262 0.671 0.789 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.226077538748997 -0.0141623138125044 0.0953101798043249 -0.419310514930217 1.30573520169927 1.44246884235782 1.94567745994287
0.25 0.8513333333 0.02875 2.55 5328 9.781 1.3 252 1.192 1.43 0.68 0.799 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.0712275092883679 0.11081436634029 0.108633841002796 -0.406715890009817 1.30573520169927 1.28223352866035 1.83004569313922
0.2666666667 0.8513333333 0.02875 2.55 5328 9.781 1.3 216 0.957 1.173 0.762 0.869 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.290811965460709 -0.0872955082601874 0.222487598519289 -0.3227337105107 1.30573520169927 1.44580402635379 1.94815135438124
0.2833333333 0.8513333333 0.02875 2.55 5328 9.781 1.3 216 0.936 1.155 0.768 0.875 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.312999880436071 -0.102759733957769 0.230330775980315 -0.315852949418477 1.30573520169927 1.45115238286836 1.95212388317472
0.3 0.8513333333 0.02875 2.56 432 9.781 1.3 252 1.079 1.32 0.698 0.82 -0.151580415239674 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.170825391655528 0.0307716586667537 0.134760145595016 -0.380772495517793 1.3578445394285 1.28172801839995 1.86723552515671
0.3166666667 0.8513333333 0.02875 2.6 432 9.781 1.3 288 1.259 1.497 0.707 0.826 -0.136076228703709 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0165423228693158 0.156603027505966 0.147571708729216 -0.373482062255114 1.35620127967415 1.15408371992627 1.78078385650495
0.3333333333 0.8513333333 0.02875 2.6 432 9.781 1.3 288 1.286 1.521 0.704 0.823 -0.136076228703709 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0046765478839018 0.17250793534563 0.143319398990685 -0.377120635099022 1.35620127967415 1.15688638045712 1.78260147208426
0.35 0.8513333333 0.02875 2.6 468 9.781 1.3 324 1.378 1.576 0.573 0.573 -0.136076228703709 -1.20397280432594 0.414812410513846 0.0392207131532813 -0.95265837604503 0.0737730946599409 0.208029913504162 -0.0625732404526174 -0.739191119061352 1.28067817561282 1.22743464867867 1.77390315583121
0.3666666667 0.8513333333 0.02875 2.69 432 9.781 1.3 360 1.579 1.859 0.6 0.741 -0.102046480117398 -1.28401551199947 0.414812410513846 0.0392207131532813 -0.847297860387204 0.209931657341979 0.373178630807781 -0.0165293019512106 -0.482076210480005 1.35321049917444 1.06485583343306 1.72194558597893
0.3833333333 0.8513333333 0.02875 2.56 432 9.781 1.3 216 0.884 1.143 0.698 0.826 -0.151580415239674 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.370158294276019 -0.113203693118852 0.134760145595016 -0.373482062255114 1.3578445394285 1.46696311638453 1.99893035848886
0.4 0.8513333333 0.02875 2.62 432 9.781 1.3 216 0.826 1.088 0.719 0.853 -0.12841335595814 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.438020583392685 -0.162518929497775 0.16440240055369 -0.341317288284413 1.35545385792361 1.48536173126913 2.01085917798309
0.2 0.8665 0.02875 2.55 5328 9.781 1.3 180 0.954 1.198 0.652 0.774 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.293951685465376 -0.0662065782382682 0.0665856047592961 -0.438504962186365 1.30573520169927 1.63109842535386 2.08936030644513
0.2166666667 0.8665 0.02875 2.55 5328 9.781 1.3 216 1.064 1.308 0.674 0.796 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.184824687012073 0.0216391751034812 0.0997711537449501 -0.410477649931709 1.30573520169927 1.43442462376025 1.93972122177553
0.2333333333 0.8665 0.02875 2.55 5328 9.781 1.3 216 1.045 1.289 0.683 0.802 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.202843192514752 0.00700664602552436 0.113035902403433 -0.402968227909577 1.30573520169927 1.43556760899069 1.94056661234287
0.25 0.8665 0.02875 2.55 5328 9.781 1.3 216 1.033 1.271 0.689 0.808 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.214392887794024 -0.00705608572420885 0.121782313846302 -0.395514777254996 1.30573520169927 1.43588870316736 1.94080415932167
0.2666666667 0.8665 0.02875 2.55 396 9.781 1.3 252 1.204 1.442 0.698 0.817 -0.155494314560811 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.0612107310448966 0.119170960931231 0.134760145595016 -0.384437740916089 1.44082009567752 1.27806559243344 1.92598395805116
0.2833333333 0.8665 0.02875 2.55 5328 9.781 1.3 216 0.978 1.192 0.786 0.896 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.269105686878846 -0.0712275092883679 0.25349783526185 -0.292136422801161 1.30573520169927 1.43930381400449 1.94333216048222
0.3 0.8665 0.02875 2.6 432 9.781 1.3 252 1.113 1.356 0.71 0.832 -0.136076228703709 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.139801005638118 0.057679111586678 0.151806012868004 -0.366244394954883 1.35620127967415 1.27655855213385 1.86249393234337
0.3166666667 0.8665 0.02875 2.64 432 9.781 1.3 288 1.292 1.527 0.716 0.835 -0.12080875657292 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.00933132742888422 0.17644494830497 0.160221209793289 -0.362645110925236 1.35475456324615 1.15509610937136 1.78033899820262
0.3333333333 0.8665 0.02875 2.65 468 9.781 1.3 324 1.387 1.588 0.576 0.576 -0.117028033733014 -1.20397280432594 0.414812410513846 0.0392207131532813 -0.95265837604503 0.0802830634011687 0.215615284893418 -0.0573512964714658 -0.7339691750802 1.27879451443623 1.22576230321069 1.77138607709459
0.35 0.8665 0.02875 2.63 432 9.781 1.3 288 1.314 1.545 0.722 0.841 -0.124603827541472 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.026215842130893 0.188163832418183 0.168566181725469 -0.355485175803144 1.35509825651484 1.15616693514887 1.78129539008585
0.3666666667 0.8665 0.02875 2.64 432 9.781 1.3 288 1.222 1.436 0.594 0.594 -0.12080875657292 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0463712171821223 0.115001392694507 -0.026579637804712 -0.703197516413447 1.35475456324615 1.28701734651317 1.86862879589877
0.3833333333 0.8665 0.02875 2.6 396 9.781 1.3 216 0.939 1.177 0.808 0.808 -0.136076228703709 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.3097998777054 -0.0838912496533861 0.281103101353739 -0.395514777254996 1.43885399060004 1.47748570105462 2.06234449185545
0.4 0.8665 0.02875 2.66 432 9.781 1.3 216 0.85 1.1 0.838 0.838 -0.113261550937537 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.409379007429301 -0.151549898127201 0.317559143314726 -0.359058735294009 1.35410241484621 1.50493352891358 2.02445505663639
0.2 0.8816666667 0.02875 2.55 5328 9.781 1.3 180 1.003 1.225 0.722 0.832 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.243864568951727 -0.0439192339348355 0.168566181725469 -0.366244394954883 1.30573520169927 1.61149597136805 2.07409346045257
0.2166666667 0.8816666667 0.02875 2.55 5328 9.781 1.3 180 0.96 1.204 0.671 0.792 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.287682072451781 -0.0612107310448966 0.0953101798043249 -0.415515443961666 1.30573520169927 1.62518176433556 2.08474463282329
0.2333333333 0.8816666667 0.02875 2.56 396 9.781 1.3 216 1.073 1.314 0.695 0.814 -0.151580415239674 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.176401614282964 0.026215842130893 0.130452888397435 -0.388116469773551 1.44040296047032 1.4296700837289 2.02946230239467
0.25 0.8816666667 0.02875 2.56 396 9.781 1.3 216 1.058 1.301 0.701 0.82 -0.151580415239674 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.190479744495418 0.0162731215988424 0.139048929867233 -0.380772495517793 1.44040296047032 1.43016399199466 2.02981027008185
0.2666666667 0.8816666667 0.02875 2.59 396 9.781 1.3 252 1.234 1.472 0.71 0.826 -0.139929798019699 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.0365991524483298 0.139761942375159 0.151806012868004 -0.373482062255114 1.43922354574308 1.27787218782713 1.92466146193126
0.2833333333 0.8816666667 0.02875 2.62 396 9.781 1.3 288 1.411 1.64 0.713 0.826 -0.12841335595814 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0974385949391511 0.247836163904581 0.156022463246939 -0.373482062255114 1.4381495249924 1.17498668914671 1.8571127526103
0.3 0.8816666667 0.02875 2.6 432 9.781 1.3 288 1.308 1.503 0.576 0.576 -0.136076228703709 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0216391751034812 0.160603032839312 -0.0573512964714658 -0.7339691750802 1.35620127967415 1.30923883425314 1.88504329820467
0.3166666667 0.8816666667 0.02875 2.67 432 9.781 1.3 288 1.32 1.558 0.725 0.844 -0.109509201318987 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0307716586667537 0.196542869517031 0.172712697687318 -0.351924341180135 1.35379371993856 1.15719541490533 1.78097126996002
0.3333333333 0.8816666667 0.02875 2.67 432 9.781 1.3 324 1.411 1.612 0.582 0.582 -0.109509201318987 -1.28401551199947 0.414812410513846 0.0392207131532813 -0.95265837604503 0.0974385949391511 0.230615566152911 -0.0469885094359192 -0.723606388044654 1.35379371993856 1.22313119714221 1.8245019489076
0.35 0.8816666667 0.02875 2.67 432 9.781 1.3 288 1.237 1.448 0.6 0.6 -0.109509201318987 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0341709845211749 0.123323216031999 -0.0165293019512106 -0.693147180559945 1.35379371993856 1.28177506584507 1.86432420881327
0.3666666667 0.8816666667 0.02875 2.67 432 9.781 1.3 288 1.247 1.466 0.613 0.613 -0.109509201318987 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0261194112336264 0.135677525532934 0.00490597876885441 -0.67171189983988 1.35379371993856 1.27128139114731 1.85712514700074
0.3833333333 0.8816666667 0.02875 2.64 396 9.781 1.3 216 0.966 1.204 0.783 0.783 -0.12080875657292 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.281451522701145 -0.0612107310448966 0.249673738823446 -0.426944139785288 1.43749045976387 1.47379760679319 2.05875161389165
0.4 0.8816666667 0.02875 2.66 396 9.781 1.3 180 0.832 0.954 0.823 0.829 -0.113261550937537 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.430782916092454 -0.293951685465376 0.299497243509713 -0.369856680640797 1.4368758628247 1.69453385963464 2.2217239357347
0.2 0.8968333333 0.02875 2.55 5328 9.781 1.3 180 1.033 1.253 0.735 0.847 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.214392887794024 -0.0213194020175947 0.18641154204548 -0.348376141124037 1.30573520169927 1.60483798251723 2.0689246885971
0.2166666667 0.8968333333 0.02875 2.55 5328 9.781 1.3 180 0.985 1.234 0.683 0.808 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.261973715741574 -0.0365991524483298 0.113035902403433 -0.395514777254996 1.30573520169927 1.61621462192905 2.07776180566828
0.2333333333 0.8968333333 0.02875 2.56 396 9.781 1.3 216 1.161 1.405 0.695 0.814 -0.151580415239674 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.0975783752157714 0.0931772248541833 0.130452888397435 -0.388116469773551 1.44040296047032 1.42490535929598 2.02610857840395
0.25 0.8968333333 0.02875 2.56 396 9.781 1.3 216 1.149 1.387 0.701 0.82 -0.151580415239674 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.107968079064907 0.0802830634011687 0.139048929867233 -0.380772495517793 1.44040296047032 1.4237008719582 2.02526167725215
0.2666666667 0.8968333333 0.02875 2.63 396 9.781 1.3 252 1.265 1.503 0.719 0.838 -0.124603827541472 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.0117879557520424 0.160603032839312 0.16440240055369 -0.359058735294009 1.43781437608804 1.2772760579895 1.92321197697982
0.2833333333 0.8968333333 0.02875 2.66 396 9.781 1.3 288 1.442 1.667 0.722 0.838 -0.113261550937537 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.07044141170141 0.119170960931231 0.264165525837131 0.168566181725469 -0.359058735294009 1.4368758628247 1.1777808335458 1.85789664325981
0.3 0.8968333333 0.02875 2.63 432 9.781 1.3 288 1.338 1.539 0.585 0.585 -0.124603827541472 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.044315883774511 0.184272776925216 -0.0418471099355005 -0.718464988544235 1.35509825651484 1.30372861061249 1.88042537074438
0.3166666667 0.8968333333 0.02875 2.6 396 9.781 1.3 180 0.783 1.039 0.707 0.835 -0.136076228703709 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.49148266092286 -0.208601365814436 0.147571708729216 -0.362645110925236 1.43885399060004 1.676701984755 2.20944118544645
0.3333333333 0.8968333333 0.02875 2.69 432 9.781 1.3 288 1.247 1.448 0.591 0.591 -0.102046480117398 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0261194112336264 0.123323216031999 -0.0316429397612588 -0.708260818369993 1.35321049917444 1.29010477001515 1.86963872785407
0.35 0.8968333333 0.02875 2.69 432 9.781 1.3 288 1.262 1.472 0.607 0.607 -0.102046480117398 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 -0.0141623138125044 0.139761942375159 -0.00493016610785872 -0.681548044716593 1.35321049917444 1.27675793764879 1.86045410758371
0.3666666667 0.8968333333 0.02875 2.76 396 9.781 1.3 324 1.503 1.795 0.622 0.768 -0.0763569940020867 -1.3710268889891 0.414812410513846 0.0392207131532813 -0.95265837604503 0.160603032839312 0.338144944008716 0.0194811355718225 -0.44628710262842 1.43443872534887 1.11680124076768 1.81792724501304
0.3833333333 0.8968333333 0.02875 2.76 396 9.781 1.3 324 1.509 1.792 0.634 0.777 -0.0763569940020867 -1.3710268889891 0.414812410513846 0.0392207131532813 -0.95265837604503 0.164587101854186 0.336472236621213 0.038589997269869 -0.434636485408444 1.43443872534887 1.11277065197636 1.81545393240378
0.4 0.8968333333 0.02875 2.69 396 9.781 1.3 216 0.981 1.222 0.805 0.805 -0.102046480117398 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.2660428973483 -0.0463712171821223 0.277383320251206 -0.399234558357528 1.43603535832228 1.46756882297266 2.05327927971651
0.2 0.912 0.02875 2.55 5328 9.781 1.3 180 1.058 1.28 0.75 0.86 -0.155494314560811 1.22829011197664 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.190479744495418 0 0.206614249362999 -0.333144446528538 1.30573520169927 1.60091477834841 2.06588299390139
0.2166666667 0.912 0.02875 2.57 360 9.781 1.3 180 1.015 1.259 0.695 0.82 -0.147681774824017 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.231971465437775 -0.0165423228693158 0.130452888397435 -0.380772495517793 1.53102045768474 1.60905592905778 2.22105484504215
0.2333333333 0.912 0.02875 2.57 360 9.781 1.3 180 0.997 1.241 0.704 0.826 -0.147681774824017 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.249864586951824 -0.0309425717090556 0.143319398990685 -0.373482062255114 1.53102045768474 1.61133174104175 2.22270412370558
0.25 0.912 0.02875 2.6 360 9.781 1.3 216 1.18 1.417 0.713 0.832 -0.136076228703709 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.0813456394539525 0.101681882777018 0.156022463246939 -0.366244394954883 1.52994459875259 1.42124370972229 2.0882203326463
0.2666666667 0.912 0.02875 2.6 360 9.781 1.3 216 1.161 1.399 0.719 0.838 -0.136076228703709 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.0975783752157714 0.0888976177518184 0.16440240055369 -0.359058735294009 1.52994459875259 1.42051928837973 2.08772735861537
0.2833333333 0.912 0.02875 2.63 396 9.781 1.3 288 1.436 1.631 0.576 0.576 -0.124603827541472 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.07044141170141 0.115001392694507 0.242333245707351 -0.0573512964714658 -0.7339691750802 1.43781437608804 1.32657282474688 1.95629896473989
0.3 0.912 0.02875 2.65 432 9.781 1.3 288 1.375 1.576 0.594 0.594 -0.117028033733014 -1.28401551199947 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0715936531870088 0.208029913504162 -0.026579637804712 -0.703197516413447 1.35442265620854 1.29978464993644 1.87720560084967
0.3166666667 0.912 0.02875 2.73 396 9.781 1.3 324 1.576 1.856 0.604 0.744 -0.0872860645342769 -1.3710268889891 0.414812410513846 0.0392207131532813 -0.95265837604503 0.208029913504162 0.371563556432483 -0.00988475923254197 -0.478035800943 1.43506199284537 1.14782831393826 1.83763782111375
0.3333333333 0.912 0.02875 2.65 396 9.781 1.3 180 0.789 1.052 0.725 0.856 -0.117028033733014 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.483849036067789 -0.196166963616008 0.172712697687318 -0.33780645963435 1.43717766018223 1.67018117927662 2.20340300411357
0.35 0.912 0.02875 2.66 396 9.781 1.3 180 0.777 1.033 0.735 0.863 -0.113261550937537 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.499175006546015 -0.214392887794024 0.18641154204548 -0.329662144692664 1.4368758628247 1.67676394114577 2.2082005252003
0.3666666667 0.912 0.02875 2.79 396 9.781 1.3 324 1.533 1.82 0.631 0.774 -0.065546077897871 -1.3710268889891 0.414812410513846 0.0392207131532813 -0.95265837604503 0.180366521958151 0.351976423157178 0.0338469053738562 -0.438504962186365 1.43390388610089 1.12134280263263 1.82029943569492
0.3833333333 0.912 0.02875 2.8 396 9.781 1.3 288 1.326 1.631 0.643 0.796 -0.061968256549987 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0353068138321449 0.242333245707351 0.0526857670702625 -0.410477649931709 1.43374479286493 1.17349242865414 1.85275702971973
0.4 0.912 0.02875 2.8 396 9.781 1.3 288 1.332 1.631 0.655 0.805 -0.061968256549987 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0398214941866717 0.242333245707351 0.071176278467895 -0.399234558357528 1.43374479286493 1.17073065410585 1.85100902092086
0.2 0.9271666667 0.02875 2.59 360 9.781 1.3 180 1.082 1.308 0.762 0.875 -0.139929798019699 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.168048897507236 0.0216391751034812 0.222487598519289 -0.315852949418477 1.53029215629168 1.59716731345919 2.2119533247314
0.2166666667 0.9271666667 0.02875 2.61 360 9.781 1.3 180 1.039 1.289 0.707 0.832 -0.132237452396543 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.208601365814436 0.00700664602552436 0.147571708729216 -0.366244394954883 1.52960794945971 1.60388494385974 2.21633647991236
0.2333333333 0.9271666667 0.02875 2.61 360 9.781 1.3 180 1.021 1.268 0.716 0.838 -0.132237452396543 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.226077538748997 -0.00941922191649164 0.160221209793289 -0.359058735294009 1.52960794945971 1.60585326568324 2.21776130139289
0.25 0.9271666667 0.02875 2.64 360 9.781 1.3 216 1.204 1.445 0.722 0.844 -0.12080875657292 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.0612107310448966 0.12124924363287 0.168566181725469 -0.351924341180135 1.52866232075586 1.41958192099702 2.08614987987927
0.2666666667 0.9271666667 0.02875 2.64 360 9.781 1.3 216 1.192 1.43 0.732 0.85 -0.12080875657292 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.0712275092883679 0.11081436634029 0.182321556793955 -0.34484048629173 1.52866232075586 1.41915774004616 2.08586125665914
0.2833333333 0.9271666667 0.02875 2.65 396 9.781 1.3 252 1.271 1.472 0.585 0.585 -0.117028033733014 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.00705608572420885 0.139761942375159 -0.0418471099355005 -0.718464988544235 1.43717766018223 1.40963712451556 2.0130962345947
0.3 0.9271666667 0.02875 2.65 396 9.781 1.3 252 1.271 1.472 0.594 0.594 -0.117028033733014 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.00705608572420885 0.139761942375159 -0.026579637804712 -0.703197516413447 1.43717766018223 1.40154447902111 2.00743780815282
0.3166666667 0.9271666667 0.02875 2.68 396 9.781 1.3 252 1.195 1.405 0.613 0.613 -0.10577087920838 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.0687138925480518 0.0931772248541833 0.00490597876885441 -0.67171189983988 1.43630482319595 1.38353715267472 1.99427846550256
0.3333333333 0.9271666667 0.02875 2.75 396 9.781 1.3 288 1.405 1.698 0.625 0.771 -0.0799867620526654 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.07044141170141 0.0931772248541833 0.28259100995763 0.0242926925690445 -0.442388462212762 1.43463652133602 1.19611127259839 1.8678501344562
0.35 0.9271666667 0.02875 2.7 396 9.781 1.3 180 0.802 1.058 0.747 0.878 -0.0983359007208618 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.467506749047148 -0.190479744495418 0.20260622796546 -0.312430242140975 1.43577645043301 1.66327326602125 2.19725555479535
0.3666666667 0.9271666667 0.02875 2.71 396 9.781 1.3 180 0.789 1.052 0.759 0.887 -0.0946390388395357 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.483849036067789 -0.196166963616008 0.218542820228273 -0.302231853466512 1.43552799133974 1.66873225803897 2.20122873934986
0.3833333333 0.9271666667 0.02875 2.72 396 9.781 1.3 180 0.783 1.039 0.759 0.899 -0.0909557934232392 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.49148266092286 -0.208601365814436 0.218542820228273 -0.288793801304471 1.43528987406889 1.67009086098073 2.20210365481192
0.4 0.9271666667 0.02875 2.83 396 9.781 1.3 252 1.131 1.448 0.664 0.826 -0.051310962075999 -1.3710268889891 0.414812410513846 0.0392207131532813 -1.20397280432594 -0.123757880797542 0.123323216031999 0.0848231923090769 -0.373482062255114 1.43332371817277 1.27544461542172 1.91863906144039
0.2 0.9423333333 0.02875 2.63 360 9.781 1.3 180 1.137 1.356 0.786 0.899 -0.124603827541472 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.118466863163127 0.057679111586678 0.25349783526185 -0.288793801304471 1.52896692216411 1.59310866356132 2.20810666929524
0.2166666667 0.9423333333 0.02875 2.63 360 9.781 1.3 180 1.113 1.335 0.792 0.905 -0.124603827541472 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.139801005638118 0.0420712139206871 0.261102434647069 -0.282141892076165 1.52896692216411 1.59438507301085 2.20902775222762
0.2333333333 0.9423333333 0.02875 2.65 360 9.781 1.3 180 1.045 1.295 0.728 0.85 -0.117028033733014 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.54044504094715 -0.202843192514752 0.0116506172199753 0.176842091029329 -0.34484048629173 1.52836818074488 1.60138693261666 2.21367328300018
0.25 0.9423333333 0.02875 2.68 360 9.781 1.3 216 1.234 1.472 0.735 0.856 -0.10577087920838 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.0365991524483298 0.139761942375159 0.18641154204548 -0.33780645963435 1.52754745069426 1.41923738813607 2.08509855354748
0.2666666667 0.9423333333 0.02875 2.68 360 9.781 1.3 216 1.216 1.454 0.741 0.86 -0.10577087920838 -1.46633706879343 0.414812410513846 0.0392207131532813 -1.35812348415319 -0.0512932943875506 0.127458301179802 0.19454166812873 -0.333144446528538 1.52754745069426 1.41852307055201 2.08461241381002
